"id","game_code","status","game_id"
228,poiuy2NHsY6a78QRS,Available,9
236,lkjh67NBaV8e0HIJ,Available,10
237,zxc89MNaB02dKLO,Available,10
238,asfg01aAS345QsRS,Available,10
239,qert2a3QE678TUddV,Available,10
240,poiuay5ZXC91WXdY,Available,10
241,mnbavc8EDC34ZAsB,Available,10
242,lkajhs90RV567BCD,Available,10
243,zaxcb3s4GB890EFG,Available,10
244,asdg67HJK012aHIJ,Available,10
245,qwrt8LsKM34a5KLO,Available,10
246,poiy2NHsY6a78QRS,Available,10
254,lkjh67vNBaV8e0HIJ,Available,11
255,zxc89MNvaB02dKLO,Available,11
256,asfg01aAvS345QsRS,Available,11
257,qert2a3QEv678TUddV,Available,11
258,poiuay5ZXCv91WXdY,Available,11
259,mnbavc8EDC3v4ZAsB,Available,11
260,lkajhs90RV56v7BCD,Available,11
261,zaxcb3s4GB890vEFG,Available,11
262,asdg67HJK012aHvIJ,Available,11
263,qwrt8LsKM34a5sKLO,Available,11
264,poiy2NHsY6sa78QRS,Available,11
123,asdfas234Dfs132,Used,5
124,qwer12ASD345FGH,Used,5
125,zxcv56QWE789JKL,Used,5
126,poiuy89ZXC123MNO,Used,5
127,lkjh45QAZ678PQR,Used,5
128,mnbv23WSX901STU,Used,5
129,ytrew10EDC234VWX,Used,5
130,zxcvb45RFV678YZA,Used,5
131,asdfg78TGB901BCD,Used,5
132,qwerty90HJK123EFG,Used,5
152,asdfg23YUI890BCD,Used,7
181,qwert78YUfsI901ZAB,Used,8
215,qwert78UfsIa901ZAB,Used,9
233,qwert78UfsIa90ZAB,Used,10
133,poiuy34LKM567HIJ,Used,5
153,qwert45OKI012EFG,Used,7
182,poiuy23OKfI234BCD,Used,8
216,poiuy2OKfIa234BCD,Used,9
234,poiuy2OKfIa23BCD,Used,10
252,poiuvy2OKfIa23BCD,Used,11
235,mnbvc5PLMaa567EFG,Used,10
295,mvnvc67NHYs9KsLOd,Used,12
217,mnbvc5PLMaa5g67EFG,Used,9
218,lkjh67NBaV89e0HIJ,Used,9
114,"789ghiNOP",Used,4
82,"345mnoBGT",Used,3
253,mnbvcv5PLMaa567EFG,Used,11
